시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
아천미술관,사립,전라남도 영암군 신북면 하정길12-7,전라남도 영암군 신북면 모산리 406-1,34.88939751,126.704699,061-472-9220,아천미술관,www.achen.kr,,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,,,,061-470-2241,전라남도 영암군청,2021-10-29,4940000,전라남도 영암군
영산미술관,사립,전라남도 영암군 삼호읍 녹색로1126-171,전라남도 영암군 삼호읍 산호리 71-15,34.73959317,126.4886883,061-464-1516,영산미술관,http://yeongam.grandculture.net/yeongam/toc/GC04401355,,10:00,18:00,10:00,18:00,"매주 월요일, 국가 공휴일",0,0,0,,,,061-470-2241,전라남도 영암군청,2021-10-29,4940000,전라남도 영암군
영암도기박물관,공립,전라남도 영암군 군서면 서호정길 5,전라남도 영암군 군서면 서구림리 354,34.76051478,126.6192804,061-470-6851,영암도기박물관,http://dogi.yeongam.go.kr,박물관 마당 정자(휴게공간),10:00,18:00,10:00,18:00,연중무휴,0,0,0,,"국가사적 제338호 구림도기가마터에서 출토된 국내 최초의 고화도의 시유도기(유약을 입힌)인  ‘구림도기’의 역사성을 토대로 전시, 도기체험, 영암도기문화상품을 제작 판매하는 복합문화공간입니다.",항공: 김포↔광주↔택시 또는 버스로 영암 고속버스: 서울↔영암(1일 약3회) 군내버스: 목포↔독천↔군서사거리 또는 왕인박사유적지 시외버스: 광주↔영암(1일 약35회) 목포↔영암(1일 약25회),061-470-2241,전라남도 영암군청,2021-10-29,4940000,전라남도 영암군
왕인박사기념관,공립,전라남도 영암군 군서면 왕인로 440,전라남도 영암군 군서면 동구림리 산17,34.75653038,126.6291211,061-470-6656,왕인박사기념관,,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,061-470-2241,전라남도 영암군청,2021-10-29,4940000,전라남도 영암군
도갑사 성보박물관,사립,전라남도 영암군 군서면 도갑사로 306,전라남도 영암군 군서면 도갑리 8,34.75337646,126.6625133,061-473-5122,도갑사 성보박물관,www.dogapsa.com,,10:00,16:00,10:00,16:00,평일 휴무,0,0,0,,,,061-470-2241,전라남도 영암군청,2021-10-29,4940000,전라남도 영암군
영암곤충박물관,사립,전라남도 영암군 영암읍 기찬랜드로 41,전라남도 영암군 영암읍 회문리 26-4,34.79032075,126.6851242,061-461-4300,영암곤충박물관,https://www.facebook.com/102858404847093,,10:00,18:00,10:00,18:00,매주 월요일,7000,7000,7000,"영암군민, 65세이상 5,000원/ 27개월이하 무료",,,061-470-2241,전라남도 영암군청,2021-10-29,4940000,전라남도 영암군
의림지 역사박물관,공립,충청북도 제천시 의림대로47길 7,충청북도 제천시 모산동 223-2,37.17612532,128.209517,043-641-6562,제천시청 문화예술과,https://www.jecheon.go.kr/museum/index.do,장애인 편의시설 및 주차장,09:00,18:00,09:00,18:00,"매주 월요일, 1월 1일, 그외 시장이 정하는 휴관일",2000,1000,1000,"만65세 이상 노인, 만6세 이하 영유아, 장애인 무료","의림지 역사박물관은 고대에 축조된 저수지인 제천 의림지의 역사와 구조, 관개방법, 생태 등에 대해 알아볼 수 있는 전문박물관입니다.",,043-641-6562,충청북도 제천시,2021-10-20,4400000,충청북도 제천시
제천유물전시관,공립,충청북도 제천시 청풍면 청풍호로 2048,충청북도 제천시 청풍면 물태리 산6-20,37.004046,128.1733782,043-641-5532,제천시청 문화예술과,,장애인 편의시설 및 주차장,09:00,18:00,09:00,18:00,연중 무휴,0,0,0,,"제천유물전시관은 제천의 향토유물을 살필 수 있는 곳으로 고려시대의 청동 거울, 선사시대의 토기, 다양한 생활도구 등이 전시되어 있다.",,043-641-5532,충청북도 제천시,2021-10-20,4400000,충청북도 제천시
제천의병전시관,공립,충청북도 제천시 봉양읍 의암로 566-7,충청북도 제천시 봉양읍 공전리 475,37.0995741,128.0876121,043-641-4811,제천시청 문화예술과,https://www.jecheon.go.kr/jcub/index.do,장애인 편의시설 및 주차장,09:00,18:00,09:00,18:00,"매주 월요일 및 명절(설날, 추석)",0,0,0,,제천의병전시관은 제천을 중심으로 명성황후 시해와 단발령에 반발하여 위정척사의 깃발 아래 외세의 침입에 항거한 호좌(湖左) 의병의 활동과 전개 과정을 살펴볼 수 있는 전시관이다.,,043-641-4811,충청북도 제천시,2021-10-20,4400000,충청북도 제천시
국제한방발효박물관,공립,충청북도 제천시 한방엑스포로 19(왕암동),충청북도 제천시 왕암동 660,37.14373393,128.1597406,043-653-9550,(재)제천한방바이오진흥재단,https://www.expopark.kr/,장애인 편의시설 및 주차장,09:00,17:30,09:00,17:30,"매주 월요일(공휴일인 경우 익일 휴무),1월 1일, 설날, 추석",0,0,0,,"국제발표박물관은 과거 발효식품의 유래와 효능을 통해 발효식품의 발전 방향을 알아보고, 현재 우리 실생활에 응용되는 세계 각국의 발효식품들과 발효의 방법, 발효의 과정 등을 살펴볼 수 있는 곳이다.",,043-653-9550,충청북도 제천시,2021-10-20,4400000,충청북도 제천시
지적박물관,사립,충청북도 제천시 금성면 양월로 34,충청북도 제천시 금성면 양화리 623,37.0761096,128.1976789,043-651-5115,지적박물관,http://www.forjijeok.com/,장애인 편의시설 및 주차장,09:00,18:00,09:00,18:00,매주 월요일 및 법정공휴일,5000,3000,1000,,"지적박물관은 지적 관련 자료, 향토지, 백년사 등 3개 분야의 자료를 상설·특별 전시와 보관을 통해 학술 연구 및 교육에 기여하기 위해 설립되었다.",,043-651-5115,지적박물관,2021-10-20,4400000,충청북도 제천시
한국차문화박물관,사립,충청북도 제천시 봉양읍 국사봉로 741,충청북도 제천시 마곡리 540,37.09018793,128.1145196,043-651-8801,㈜뉴앤뮤,https://teacm.modoo.at/,장애인 편의시설 및 주차장,10:00,17:00,10:00,17:00,"매주 월요일, 화요일",8000,8000,5000,,"한국차문화박물관은 보이차 전문 박물관으로 중국 및 한국, 일본의 차 도구에 대한 상설 전시를 진행하고 있으며, 일상생활에서 쉽게 접할 수 있는 차문화를 알리고자 합니다.",,043-651-8801,㈜뉴앤뮤,2021-10-20,4400000,충청북도 제천시
서천 이하복 고택 전시관,공립,충청남도 서천군 기산면 신막로 57번길 32-3,충청남도 서천군 기산면 신산리 120,36.0809383,126.7592669,041-950-4230,충청남도 서천군청,http://tour.seocheon.go.kr/,"전시실, 영상실, 체험실, 장애인 휠체어 리프트, 주차장",10:00,17:00,10:00,17:00,"1월1일, 설날, 추석, 매주 월요일",0,0,0,0,"서천 이하복 고택은 우리나라 중부지방의 전통농가(큰집) 형태를 그대로 간직한 채 보존되고 있는 대표적인 가옥으로서 그 가치를 인정 받아 1984년 12월 24일 중요민속자료 제 197호로 지정되었다. 19세기 후반 안채를 짓고 20세기 초에 사랑채·아래채·광채를 지으면서 안채를 늘려지었다. 안마당을 중심으로 ”ㄱ”자형의 안채와 그 앞쪽으로 ”ㅡ”자형의 사랑채, 안채의 왼쪽에 광채가 있어 튼 ”ㅁ”자형 배치를 하였다. 또한 사랑채의 오른쪽에는 2칸 정도 떨어져서 ”ㅡ”자형의 아래채가 자리잡고 있다. 안채는 원래 부�과 방 2개로 구성된 3칸집이었으나, 후대에 왼쪽의 부엌을 늘리고 오른쪽으로 대청과 방·부엌 겸 헛간으로 사용하는 ”헛청”을 덧달았다. 사랑채는 왼쪽에 대문을 내고, 부엌과 사랑방으로 구성되었다. 아래채는 며느리가 거처하는 독립적인 공간으로, 부엌과 방 2개, 광으로 구성되어 살림을 따로 하게 되어있다. 필요이상의 재료나 멋을 전혀 부리지 않은채 전형적인 민간기법을 사용하며 매우 검소하고 소박하게 지어진 것으로 유명하다. 고택 옆에 지어진 서천 이하복 고택 전시관은 생전에 이하복 선생의 손때가 묻은 생활용품들을 비롯한 유물들이 전시되어있다.",,041-950-4230,충청남도 서천군청,2021-10-19,4580000,충청남도 서천군
안동민속박물관,공립,경상북도 안동시 민속촌길 13,경상북도 안동시 성곡동 784-1,36.5760673,128.7644396,054-821-0649,안동민속박물관,https://www.andong.go.kr/fm,,09:00,18:00,09:00,18:00,"신정, 구정, 추석 당일",1000,300,300,,,,054-821-0649,안동민속박물관,2021-10-25,5070000,경상북도 안동시
전통문화콘텐츠박물관,공립,경상북도 안동시 서동문로 203,경상북도 안동시 동부동 447-8,36.56628444,128.7339866,054-843-7900,안동시 전통문화콘텐츠박물관,https://www.andong.go.kr/tm,,09:00,18:00,09:00,18:00,"매주 월요일, 설, 추석",3000,2000,1000,,,,054-843-7900,안동시 전통문화콘텐츠박물관,2021-10-25,5070000,경상북도 안동시
옥진각,공립,경상북도 안동시 도산면 도산서원길 154,경상북도 안동시 도산면 토계리 680,36.72789369,128.8403519,054-840-6599,옥진각,https://www.andong.go.kr/dosanseowon/main.do,,09:00,18:00,09:00,18:00,연중무휴,1500,700,600,,,,054-840-3774,도산서원관리사무소,2021-10-25,5070000,경상북도 안동시
경상북도독립운동기념관,사립,경상북도 안동시 임하면 독립기념관길 2,경상북도 안동시 임하면 천전리 240,36.53319439,128.8582215,054-820-2600,경상북도독립운동기념관,http://815gb.or.kr,,09:00,18:00,09:00,18:00,매주 월요일,2000,1500,1000,,,,054-820-2600,경상북도독립운동기념관,2021-10-25,5070000,경상북도 안동시
안동소주박물관,사립,경상북도 안동시 강남로 71-1,경상북도 안동시 수상동 280,36.54976471,128.708627,054-858-4541,안동소주박물관,http://www.andongsoju.net,,09:00,17:00,09:00,17:00,연중무휴,0,0,0,,,,054-858-4541,안동소주박물관,2021-10-25,5070000,경상북도 안동시
하회세계탈박물관,사립,경상북도 안동시 풍천면 전서로 206,경상북도 안동시 풍천면 하회리 287,36.54896248,128.5274894,054-853-2288,하회세계탈박물관,http://www.mask.kr,,09:30,18:00,09:30,18:00,"신정, 설, 추석",0,0,0,,,,054-853-2288,하회세계탈박물관,2021-10-25,5070000,경상북도 안동시
유교문화박물관,사립,경상북도 안동시 도산면 퇴계로 1997,경상북도 안동시 도산면 서부리 220,36.70178882,128.8110711,054-851-0800,한국국학진흥원,http://www.koreastudy.or.kr/cfseum/,,09:00,17:30,09:00,17:30,"신정, 설, 추석, 월요일(공휴일인경우 개관)",0,0,0,,,,054-851-0800,한국국학진흥원,2021-10-25,5070000,경상북도 안동시
안동대학교박물관,대학,경상북도 안동시 경동로 1375,경상북도 안동시 송천동 388,36.54143707,128.7975636,054-820-7421,안동대학교박물관,https://www.andong.ac.kr/main/html.do?menu_idx=211,,10:00,17:00,00:00,00:00,"매주 토ㆍ일요일, 공휴일, 개교기념일",0,0,0,10명 이상일 경우 예약 가능,,,054-820-7424,안동대학교박물관,2021-10-25,5070000,경상북도 안동시
경상북도산림과학박물관,공립,경상북도 안동시 도산면 퇴계로 2189,경상북도 안동시 도산면 동부리 산 71,36.71396785,128.8246789,054-840-8282,경상북도산림과학박물관,http://www.gb.go.kr/Main/open_contents/section/forest/page.do?mnu_uid=3778&LARGE_CODE=450&MEDIUM_CODE=30&SMALL_CODE=10&SMALL_CODE2=10&mnu_order=3,,09:00,18:00,09:00,18:00,"매주 월요일, 설, 추석",0,0,0,,,,054-840-8282,경상북도산림과학박물관,2021-10-25,5070000,경상북도 안동시
군위숭덕박물관,공립,경상북도 군위군 군위읍 동서2길 35,경상북도 군위군 군위읍 동부리 631-2,36.2339886522,128.5685112688,054-380-6076,군위군청,,,09:00,18:00,00:00,00:00,"매주 토요일 및 일요일, 법정공휴일",0,0,0,,향토문화박물관,"군위 I/C 하차 → 군위,안동 5호선 국도(안동방면) → 군위읍 →군위생활문화센터",054-380-6076,경상북도 군위군청,2021-10-26,5140000,경상북도 군위군
경북대학교자연사박물관,국립,경상북도 군위군 효령면 경북대로 2228,경상북도 군위군 효령면 장군리 190-2,36.1217319434,128.5766028327,054-383-7026,경북대학교,http://mnh.knu.ac.kr,,10:00,17:30,10:00,17:30,"매주 월요일, 설·추석연휴(월요일이 법정공휴일인 경우 다음날이 휴관)",0,0,0,,국내·외 자연사 자료를 수집·전시·연구,"중앙 고속도로 → 가산 I/C 하차 → 군위,안동 5호선 국도 → 군위농협유통센터 →  장군리(경북대 자연사 박물관)",054-383-7026,경북대학교,2021-10-26,5140000,경상북도 군위군
인천광역시립박물관,공립,인천광역시 연수구 청량로160번길 26,인천광역시 연수구 옥련동 525,37.42070925,126.6531798,032-440-6750,인천광역시립박물관,http://museum.incheon.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일(단, 공휴일인 경우 제외), 공휴일 다음날, 1월1일",0,0,0,,"인천광역시립박물관은 1946년 4월 개관한 우리나라 최초의 공립박물관으로 인천지역의 향토사와 문화유산을 조사, 연구하고 그 결과를 시민들에게 공개하여, 시민들을 위한 시민들의 공간으로 만들자는 취지로 설립되었습니다.","시내버스 8번, 16번,  65-1번, 523번(마을버스) 이용 축현초등학교 하차후 도보 5분",032-440-6750,인천광역시립박물관,2021-10-22,3520000,인천광역시 연수구
가천박물관,사립,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,37.41847997,126.6576026,032-833-4747,가천문화재단,http://www.gcmuseum.org/,,09:00,17:00,09:00,17:00,월요일. 1월 1일. 설날 및 추석연휴,0,0,0,,"가천박물관은 (재)가천문화재단 부속기관으로, 한국의료생활사 전문 박물관이다. 가천길재단의 설립자인 이길여 박사의 ‘박애, 봉사, 애국’의 정신을 실천하고, 가천대 길병원을 아껴준 인천시민들의 사랑에 보답하기 위하여 1995년 10월 31일에 설립되었다.",인천지하철 동막역에서 하차 → 6. 6-1번을 이용하여 송도유원지 앞 하차 → 도보로 15분,032-833-4747,가천문화재단,2021-10-22,3520000,인천광역시 연수구
울주민속박물관,공립,울산광역시 울주군 온양읍 외고산1길 4-19,울산광역시 울주군 온양읍 고산리 446-1,35.43641573,129.2809508,052-204-0337,울주군청,https://all.ulju.ulsan.kr/uljufolk/,수유실 보유,09:00,18:00,09:00,18:00,"1월1일, 설날 및 추석당일, 매주 월요일, 공휴일이 월요일인 경우 다음날, 관리운영상 정하는 휴관일",0,0,0,무료,,,052-204-0337,울산광역시 울주군청,2021-10-25,3730000,울산광역시 울주군
울산옹기박물관,공립,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435094,129.2795067,052-237-7894,울주군청,http://onggi.ulju.ulsan.kr,휴게시설 보유,09:00,18:00,09:00,18:00,"1월1일, 설날 및 추석당일, 매주 월요일, 공휴일이 월요일인 경우 다음날, 관리운영상 정하는 휴관일",0,0,0,무료,,,052-204-0334,울산광역시 울주군청,2021-10-25,3730000,울산광역시 울주군
태백고생대자연사박물관,공립,강원도 태백시 태백로 2249,강원도 태백시 동점동 295,37.0948919,129.0396125,033-581-3003,태백시,https://tour.taebaek.go.kr/tpmuseum,영상실 휴게실,09:00,18:00,09:00,18:00,매주 월요일,2000,1500,1000,지역주민할인,고생대화석박물관,호법IC-영동고속(남원주IC)-중앙고속(제천IC)-영월-사북-고한-태백,033-552-1360,태백시,2021-10-25,4220000,강원도 태백시
태백석탄박물관,공립,강원도 태백시 천제단길 195,강원도 태백시 소도동 166,37.11725375,128.9505642,033-552-7720,태백시,https://www.taebaek.go.kr/coalmuseum/index.do,영상실 휴게실,09:00,18:00,09:00,18:00,매주 월요일,2000,1500,1000,노인 및 영유아 폐광지역주민 장애인 국가유공자 무료,국가기간산업의 원동력이 되었던 석탄의 역할과 그 역사적 사실들을 한 곳에 모아 체계적으로 전시,호법IC-영동고속(남원주IC)-중앙고속(제천IC)-영월-사북-고한-태백,033-552-1360,태백시,2021-10-25,4220000,강원도 태백시
국립조세박물관,국립,세종특별시 국세청로 8-14,세종특별시 나성동 770 국세청,36.48505909,127.2603138,044-204-4646,국세청,https://www.nts.go.kr/museum/main.do,,09:00,18:00,09:00,18:00,"월요일, 공휴일 휴관",0,0,0,,,,044-204-4646,국세청,2021-10-18,5690000,세종특별자치시
세종시립민속박물관,공립,세종특별시 전의면 금사길75,세종특별시 전의면 금사리 113-1 세종시립민속박물관,36.608783,127.170321,044-300-8831,세종특별자치시,https://www.sejong.go.kr/museum.do,,09:00,18:00,09:00,18:00,"월요일 휴무, 1월1일, 설날및 추석명정달일",0,0,0,,,,044-300-8831,세종특별자치시,2021-10-18,5690000,세종특별자치시
충청남도 산림박물관,공립,세종특별시 금남면 산림박물관길 110,"세종특별시 금남면 도남리 2-2 산림박물관, 산림환경연구소",36.434943,127.234823,041-635-7400,충청남도,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030085,,09:00,18:00,09:00,18:00,매월 첫번째 월요일 휴관,1500,1300,700,"단체할인율 13, 충청남도민, 경로, 장애인, 매주 마지막주 수요일 할인",,,041-635-7331,세종특별자치시,2021-10-18,5690000,세종특별자치시
교과서박물관,사립,세종특별시 연동면 청연로 492-14,세종특별시 연동면 내판리 152 미래엔교과서박물관,36.548618,127.337506,044-861-3141,미래엔,http://www.textbookmuseum.co.kr/index.mrn,,09:30,17:00,09:30,17:00,"월요일, 신정, 설날, 추석, 성탄설 휴무",0,0,0,,,,044-861-3141,미래엔,2021-10-18,5690000,세종특별자치시
세종전통장류박물관,사립,세종특별시 전동면 배일길 90-43,세종특별시 전동면 청송리 3 뒤웅박고을,36.675045,127.259467,044-868-7007,뒤웅박고을,http://www.dweeungbark.co.kr/,,09:30,17:30,09:30,17:30,"월요일, 설연휴, 추석연휴",0,0,0,,,,044-868-7007,뒤웅박고을,2021-10-18,5690000,세종특별자치시
연기향토박물관,사립,세종특별시 연서면 양대길 34-4,세종특별시 연서면 청라리 146 연기향토박물관,36.595407,127.2076131,044-862-7449,연기향토박물관,https://cafe.daum.net/yghmuseum,,09:00,18:00,09:00,18:00,"일요일, 설연휴, 추석연휴",3000,2000,2000,단체할인 35,,,044-862-7449,세종특별자치시,2021-10-18,5690000,세종특별자치시
한국여인생활사박물관,사립,세종특별시 조치원읍 안터길 107,세종특별시 조치원읍 신안리 219-10 한국여인생활사박물관,36.629824,127.287251,044-866-4451,한국여인생활사박물관,http://koreason.co.kr/html/,,10:00,18:00,10:00,18:00,월요일,0,0,0,,,,044-866-4451,한국여인생활사박물관,2021-10-18,5690000,세종특별자치시
손기정기념관,공립,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,37.5554795,126.9648157,02-364-1936,손기정기념재단,http://www.sonkeechung.com/wordpress/,"전시실 내 장애인화장실, 장애인리프트, 음료자판기 등",10:00,18:00,10:00,18:00,"1월 1일, 설날, 추석, 매주 월요일 (단 월요일이 공휴일인 경우 그 다음날), 기타 별도로 정하는 휴관일",0,0,0,공영주차장(일반차랑) 10분에 300원,"손기정 기념관은 나라를 잃은 어려운 시절, 세계를 재패해 우리 민족의 긍지를 높여준 손기정 선수(1936년 베를린 올림픽 마라톤 금메달리스트)의 뜻을 기리고, 국제적인 스포츠 관광자원으로 개발하고자 1918년 만리동에 건립된 손기정 선수(21회 졸업)의 모교인 양정의숙 건물을 리모델링 하여 손기정 탄생 100주년인 2012년 10월 14일에 개관하였습니다.","버스:163,261,463,604,8001,용산04번+지하철:충정로역 5번 출구 직진 후 삼성 래미안 아파트 단지 내로 들어와 109동 앞 옆 후문 직진하면 손기정 체육공원 후문",02-3396-4606,서울특별시 중구청,2021-10-22,3010000,서울특별시 중구
호림박물관,사립,서울특별시 관악구 신림동 남부순환로152길 53 호림박물관,서울특별시 관악구 신림동 1707,37.4808823,126.9182364,02-858-2500,성보문화재단,http://www.horimmuseum.org,,10:00,17:00,00:00,00:00,"토요일,일요일,월요일,법정공휴일,노동자의 날(5월1일)",4000,2000,2000,장애인 무료,,,02-879-5602,서울특별시 관악구청,2021-10-15,3200000,서울특별시 관악구
서울대학교 박물관,대학,서울특별시 관악구 신림동 관악로 1 박물관강당,서울특별시 관악구 신림동 산 56-1,37.46803806,126.9592943,02-880-5333,서울대학교,http://museum.snu.ac.kr,,10:00,17:00,00:00,00:00,"월요일,일요일,법정공휴일,개교기념일(10월15일)",0,0,0,,,,02-879-5602,서울특별시 관악구청,2021-10-15,3200000,서울특별시 관악구
서울시립 남서울미술관,공립,서울특별시 관악구 남현동 남부순환로 2076 서울시립미술관,서울특별시 관악구 남현동 1059-13,37.47629316,126.9797491,02-598-6247,서울특별시,http://sema.seoul.go.kr/it/artinfo/southart/getIntro,,10:00,20:00,10:00,18:00,"월요일,1월1일",0,0,0,,,,02-879-5602,서울특별시 관악구청,2021-10-15,3200000,서울특별시 관악구
서울대학교 미술관,대학,-,서울특별시 관악구 신림동 156,37.46803806,126.9592943,02-880-9504,서울대학교,http://www.snumoa.org,,10:00,18:00,10:00,18:00,"월요일,법정공휴일,개교기념일(10월15일),전시준비기간",0,0,0,,,,02-879-5602,서울특별시 관악구청,2021-10-15,3200000,서울특별시 관악구
고흥분청문화박물관,공립,전라남도 고흥군 두원면 운곡길 97,전라남도 고흥군 두원면 운대리 141-1번지,34.628185,127.323169,061-830-5662,고흥분청문화박물관,미운영,"카페,한식당,뮤지엄샵",09:00,18:00,09:00,18:00,월요일,2000,1500,1000,고흥군민 개인 관람료 50퍼센트 감면,분청사기 도요지의 문화를 보존전승하고 지역 특색이 가미된 박물관,,061-830-5662,고흥분청문화박물관,2021-10-19,4880000,전라남도 고흥군
목포자연사박물관,공립,전라남도 목포시 남농로 135,,34.79372717,126.4210674,061-274-3655,목포자연사박물관,http://museum.mokpo.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일, 월요일에 공휴일인경우 그 다음날",3000,2000,1000,유치원생 500원,,,061-270-4103,전라남도 목포시청,2021-10-19,4800000,전라남도 목포시
목포생활도자박물관,공립,전라남도 목포시 남농로 117,,34.79363868,126.4195011,061-270-8480,목포생활도자박물관,http://doja.mokpo.go.kr/,,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일, 월요일에 공휴일인경우 그 다음날",3000,2000,1000,유치원생 500원,,,061-270-4103,전라남도 목포시청,2021-10-19,4800000,전라남도 목포시
노적봉예술공원미술관,공립,전라남도 목포시 유달로 116,,34.78811336,126.3809359,061-270-8300,노적봉예술공원미술관,http://www.mokpo.go.kr/tour/attraction/museum?mode=view&idx=7448,,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일",0,0,0,,"노적봉예술공원 미술관은 2009년 7월 29일 개관되어 부지 면적 4,420.24m², 건물 2,508m²로 본관동(노적봉예술공원 미술관 및 김암기 미술관)과 별관동(문화예술단체 및 관리 사무실)으로 나뉘어 구성하고 있다. 유달산의 아름다운 자연 경관과 예술 작품들을 함께 감상할 수 있는 목포를 대표하는 전원형 미술관으로 예향 목포의 문화 ·예술이 공존하는 복합 문화 공간이다.",,061-270-8300,전라남도 목포시청,2021-10-19,4800000,전라남도 목포시
부산포민속박물관,사립,부산광역시 부산진구 중앙대로702번길 21,부산광역시 부산진구 부전동 168-176,35.1555499173,129.0603701842,051-803-4300,부산포민속박물관,http://blog.naver.com/busanpo4300,없음,10:00,17:00,00:00,00:00,"1월1일, 명절, 매주 월요일 휴관",0,0,0,0,"사라져가는 민속자료를 한자리에 모아, 이를 보존, 전시, 조사, 연구하기 위하여 2006년 5월에 개관","버스, 지하철",051-803-4300,김정민,2021-10-19,3290000,부산광역시 부산진구
동의대학교 박물관,대학,부산광역시 부산진구 엄광로 176,부산광역시 부산진구 가야동 464-107,35.1443208094,129.0363091746,051-890-1743,동의대학교 박물관,http://www.deu.ac.kr/www/content/98,"주차, 남/녀 화장실 구분",09:30,16:30,00:00,00:00,휴일,0,0,0,0,역사와 전통의 흐름 속에서 빛나는 가야문화를 간직하고 있는 동의대학교 박물관,"버스, 지하철",051-890-1743,동의학원,2021-10-19,3290000,부산광역시 부산진구
부산여대차박물관,대학,부산광역시 부산진구 진남로 506,부산광역시 부산진구 양정동 74-161,35.1692365236,129.0720551876,051-850-3112,부산여대차박물관,https://www.bwc.ac.kr/sch/sub02/sub0203_08.asp,없음,10:00,17:30,00:00,00:00,휴일,0,0,0,0,"문화재의 보존과 관리 및 전시, 차에 관한 유물구입 및 수집등을 통해 우리문화에 대한 가치와 이해를 높여 교수 및 학생에게 예절 인성 양성에 기여함을 목표로 한다.","버스, 지하철",051-850-3112,혜화학원,2021-10-19,3290000,부산광역시 부산진구
DMZ박물관,국립,강원도 고성군 현내면 통일전망대로 369,강원도 고성군 현내면 송현리 212,38.57624688,128.3825278,033-681-0625,강원도,http://www.dmzmuseum.com/museum/kor/,"뮤지엄샵, 다목적센터, 주차장",09:00,18:00,09:00,18:00,"1월1일, 매주월요일",0,0,0,무료(2018.6.1.부터),"지상 1층 : 기계실, 전기실, 사무실, 수장고(192.64㎡) 등지상 2층 : 전시관, 영상관, 다목적센터, 매표소 등지상 3층 : 전시관, 뮤지엄샵(카페테리아) 등주차장 231대 동시주차 (소형 195/대형 36)",네비 안내명칭 : 통일전망대 안보공원 또는 통일전망대 출입신고소,033-681-0625,DMZ박물관,2021-10-15,4340000,강원도 고성군
화진포생태박물관,공립,강원도 고성군 거진읍 화진포길 278,강원도 고성군 거진읍 화포리 590-2,38.47218738,128.443626,033-681-8311,고성군,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_05/list.do?contentTypeCode=TC006,1층 화장실,09:00,18:00,09:00,18:00,연중무휴,3000,2300,2300,,"1층 지역생태관, 2층 생태체험관, 3층 기후환경관",서울→진부령→대대리검문소→거진→대진→화진포콘도→화진포생태박물관간성터미널(시내 버스) → 초도리 (화진포 입구) / 매 10분 간격 운행,033-681-8311,고성군,2021-10-15,4340000,강원도 고성군
6.25전쟁체험기념관,공립,강원도 고성군 현내면 통일전망대로 453,강원도 고성군 현내면 명호리 88-8,38.584071,128.3736792,033-682-6625,고성군,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_05/list.do?contentTypeCode=TC007,,09:00,17:30,09:00,18:00,연중무휴,0,0,0,,6.25 전쟁체험 및 사료 전시,서울→진부령→대대리검문소→거진→대진→통일전망대,033-682-6625,고성군,2021-10-15,4340000,강원도 고성군
진부령미술관,공립,강원도 고성군 간성읍 진부령로 663,강원도 고성군 간성읍 흘리 32-25,38.26517662,128.3582402,033-681-7667,고성군,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_05/list.do?contentTypeCode=TC008,1층 화장실,09:00,18:00,00:00,00:00,"매주 월요일, 공휴일",0,0,0,,전시관 4개,서울→진부령(시외 버스)간성터미널(시내 버스) → 흘리 (진부령정상),033-680-3360,고성군,2021-10-15,4340000,강원도 고성군
군산근대역사박물관,공립,전라북도 군산시 해망로 240,전라북도 군산시 장미동 1-67,35.99081903,126.7119523,063-454-7870,군산시 박물관관리과,http://museum.gunsan.go.kr/,처치실+다용도실+자전거보관대+수유실,09:00,17:00,09:00,17:00,"1월1일, 매주 월요일",2000,1000,500,"군산시 거주자 할인, 단체관람 할인","근대역사의 중심도시, 군산에 자리한 군산근대역사박물관은 군산의 근대문화 및 해양문화를 주제로 하는특화박물관이자 지역박물관으로서 군산의 역사와 문화를 체험할 수 있는 공간을 제공하고 있음","1~2, 5, 8~9, 11~14, 88~89, 91, 97번 버스 이용 ⇒ 박물관 앞 승강장에서 하차",063-454-7870,전라북도 군산시,2021-10-15,4670000,전라북도 군산시
월산미술관,사립,강원도 동해시 삼화로 520,,37.4639334687,129.0213151290,033-534-8854,월산미술관,http://blog.naver.com/wsart88,없음,10:00,19:00,10:00,19:00,매주 월요일,0,0,0,무료,,,033-534-8854,월산미술관,2021-10-07,4210000,강원도 동해시
