일련번호,시도명,시군구명,대피지구명,대피장소명,주소,수용가능인원수,대피소 분류명,해변으로부터거리,내진적용여부,해발높이,경도,위도
581,경상북도,울진군,"죽변1,2지구",용진모텔뒤공터,경상북도 울진군 죽변면 후정리 277-1,100,공터,610,,16,129.41725800,37.05861000
564,경상북도,울진군,온양지구 2,고래꿈호텔,경상북도 울진군 울진읍 온양리 317-4,300,공터,320,,22,129.41211600,37.01583700
565,경상북도,울진군,온양지구 1,온양리175번지일대,경상북도 울진군 울진읍 온양리 175,100,공터,220,,17,129.40690900,37.02532800
566,경상북도,울진군,온양지구 2,온양교원사택앞,경상북도 울진군 울진읍 온양리 224-27,50,공터,190,,15,129.40870200,37.02370800
567,경상북도,울진군,온양지구 1,교원사택,경상북도 울진군 울진읍 울진북로 925,500,공터,100,,5,129.40838100,37.02405100
568,경상북도,울진군,읍남지구 1,읍남리102-1번지마을뒤언덕,경상북도 울진군 울진읍 읍남리 102-1,100,공터,340,,9,129.40571600,36.98084600
569,경상북도,울진군,읍남지구 2,읍남리145번지일대밭,경상북도 울진군 울진읍 읍남리 152-1,100,공터,210,,23,129.40839300,36.98581300
570,경상북도,울진군,"연지지구 2, 3",연지1리마을회관,경상북도 울진군 울진읍 현내항길 307,200,공공건축물,40,,15,129.41533200,36.99150800
571,경상북도,울진군,봉평지구2,봉평1리마을회관,경상북도 울진군 죽변면 봉평리 292-11,100,공공건축물,100,,13,129.41340200,37.03426000
636,경상북도,울릉군,저동지구,우산중학교,경상북도 울릉군 울릉읍 저동리 452,500,학교운동장,330,,45,130.90625600,37.49490700
637,경상북도,울릉군,저동지구,울릉고등학교,경상북도 울릉군 울릉읍 도동리 350,700,학교운동장,192,,27,130.90769200,37.49285800
638,경상북도,울릉군,천부지구,북면사무소,경상북도 울릉군 북면 천부리 529-8,200,공터,146,,16,130.87472700,37.54079700
639,경상북도,울릉군,천부지구,천부초등학교,경상북도 울릉군 북면 천부리 694,300,학교운동장,228,,55,130.87140200,37.53706500
634,경상북도,울릉군,도동지구,울릉중학교,경상북도 울릉군 울릉읍 도동리 223-8,400,학교운동장,590,,48,130.90262200,37.48495500
629,경상북도,울진군,삼율지구2,마을뒷산고지대,경상북도 울진군 후포면 후포리 산96-17,400,공터,100,,20,129.44862100,36.67981000
630,경상북도,울진군,삼율지구2,정우맨션옥상,경상북도 울진군 후포면 후포삼율로 128-7,300,민간건축물,360,,17,129.44361600,36.68134200
631,경상북도,울릉군,남양지구,남양초등학교,경상북도 울릉군 서면 남양리 586-2,400,학교운동장,336,,21,130.83990000,37.46863000
632,경상북도,울릉군,남양지구,서면사무소,경상북도 울릉군 서면 남양리 659-2,100,공터,136,,16,130.83809600,37.46771600
633,경상북도,울릉군,남양지구,울릉서중학교,경상북도 울릉군 서면 남서리 30-3,400,학교운동장,228,,17,130.83636900,37.46889100
622,경상북도,울진군,후포지구1,마을뒷산고지대,경상북도 울진군 후포면 후포리 37,200,공터,120,,20,129.46429100,36.68856600
623,경상북도,울진군,후포지구1,마을뒷산 고지대,경상북도 울진군 후포면 후포리 37,200,공터,100,,19,129.46433500,36.68838800
624,경상북도,울진군,후포지구1,후포1리마을고지대,경상북도 울진군 후포면 후포리 447-1,300,공터,100,,20,129.46001200,36.68486800
625,경상북도,울진군,후포지구2,등기산주차장,경상북도 울진군 후포면 후포리 563,800,공터,160,,25,129.46352500,36.68183700
626,경상북도,울진군,후포지구1,후포동부초등학교,경상북도 울진군 후포면 후포리 427-1,500,학교운동장,130,,20,129.46277500,36.68580100
627,경상북도,울진군,후포지구1,평해광업사원아파트,경상북도 울진군 후포면 후포리 산140,400,공터,200,,25,129.46290900,36.68400500
628,경상북도,울진군,후포지구2,전망대,경상북도 울진군 후포면 후포리 산141-13,200,공터,160,,21,129.46470200,36.68047700
615,경상북도,울진군,삼율지구3,공영하이츠옥상,경상북도 울진군 후포면 정실2길 24-1,500,민간건축물,300,,35,129.43910600,36.67760600
616,경상북도,울진군,삼율지구2,우성플러스빌옥상,경상북도 울진군 후포면 청구천길 4-8,300,민간건축물,120,,37,129.44483100,36.68178500
617,경상북도,울진군,후포지구1,후포등기산공원,경상북도 울진군 후포면 후포리 583-1,800,공터,200,,43,129.46248400,36.68205900
618,경상북도,울진군,후포지구4,후포교회,경상북도 울진군 후포면 후포로 101,300,공터,100,,17,129.45230900,36.68086200
619,경상북도,울진군,후포지구2,용마맨션옥상,경상북도 울진군 후포면 후포로 195,300,민간건축물,100,,19,129.46081700,36.68184100
10,부산광역시,기장군,선택안함,국립수산과학원 정문 앞 도로,부산광역시 기장군 기장읍 시랑리 408-1,200,도로변,500,,14,129.22107900,35.19220200
11,부산광역시,기장군,동암지구,힐튼호텔 앞 도로,부산 기장군 기장읍 시랑리 704,500,도로변,300,,21,129.22638700,35.19891300
7,부산광역시,기장군,대변지구,대변항 입구 교차로,부산 기장군 기장읍 대변리 450,300,도로변,75,,15,129.22641600,35.22369700
8,부산광역시,기장군,대변지구,힐타운 앞 도로,부산 기장군 기장읍 대변리 266-5,270,도로변,60,,18,129.23159300,35.22284200
9,부산광역시,기장군,동백지구,부경대수산과학연구소 앞 야산,부산 기장군 일광면 동백리 241-3,650,공터,320,,17,129.25460800,35.28557700
4,부산광역시,기장군,공수지구,공수마을뒷산(멍두산),부산 기장군 기장읍 시랑리 690-3,400,공터,550,,30,129.20669100,35.18402100
5,부산광역시,기장군,공수지구,당사마을 정자 앞 도로,부산 기장군 기장읍 당사리 510,400,도로변,300,,30,129.21041700,35.18679500
6,부산광역시,기장군,대변지구,대항교회,부산 기장군 기장읍 대변리 149,300,민간건축물,350,미적용,11,129.22634900,35.22637700
1,부산광역시,강서구,대항지구,대항주차장,부산광역시 강서구 가덕도동 산 13-26,6053,도로변,200,,15,128.83003000,35.01224342
2,부산광역시,강서구,대항지구,마을진입로,부산 강서구 대항동 382-2,463,도로변,80,,35,128.82758600,35.01448900
3,부산광역시,강서구,대항지구,(구)외항포가는길,부산 강서구 대항동 산 13-29,397,도로변,55,,25,128.82513900,35.00989000
647,전라남도,화순군,선택안함,도곡초등학교 운동장,전라남도 화순군 도곡면 천암1길 71,5091,,0,,0,126.90860000,35.01310000
648,경상북도,고령군,선택안함,성산중학교 운동장,경상북도 고령군 성산면 운성로 877,2525,,0,,0,128.36258100,35.75087400
649,전라남도,화순군,선택안함,도암중학교 운동장,전라남도 화순군 도암면 권동길 4-6,4848,,0,,0,126.89550000,34.93780000
650,전라남도,화순군,선택안함,천태초등학교 운동장,전라남도 화순군 도암면 천태로 526,5697,,0,,0,126.89340000,34.94530000
642,경상북도,울릉군,현포지구,현포분교,경상북도 울릉군 북면 현포리 549,300,학교운동장,231,,33,130.82201300,37.52445100
643,전라남도,화순군,선택안함,북면중학교 운동장,전라남도 화순군 백아면 이천리 26,6909,,0,,0,127.13469610,35.16575542
644,전라남도,화순군,선택안함,아산초등학교 운동장,전라남도 화순군 백아면 이천리 55번지,3030,,0,,0,127.13334775,35.16877658
645,전라남도,화순군,선택안함,춘양초등학교 운동장,전라남도 화순군 춘양면 춘양로 124,5576,,0,,0,126.95968839,34.94956153
646,경상북도,고령군,선택안함,성산초등학교 운동장,경상북도 고령군 성산면 성산로 902,9975,,0,,0,128.36087000,35.74859500
641,경상북도,울릉군,태하지구,태하출장소,경상북도 울릉군 서면 태하리 539-27,50,공터,343,,14,130.80099700,37.51232500
640,경상북도,울릉군,태하지구,태하분교,경상북도 울릉군 서면 태하리 521-2,50,학교운동장,351,,16,130.80209800,37.51288700
635,경상북도,울릉군,사동지구,농업기술센터,경상북도 울릉군 울릉읍 사동리 541-8,640,공터,185,,38,130.87382100,37.46025100
12,부산광역시,기장군,서암-신암지구,서암마을 뒤 신도로,부산 기장군 기장읍 연화리 507,500,도로변,200,,28,129.21958600,35.21404900
13,부산광역시,기장군,서암-신암지구,신암마을 뒤 신도로1,부산 기장군 기장읍 연화리 284-32,300,도로변,500,,17,129.22248100,35.21880100
14,부산광역시,기장군,서암-신암지구,신암마을 뒤 신도로2,부산 기장군 기장읍 연화리 193,300,도로변,250,,17,129.22496100,35.21906900
15,부산광역시,기장군,서암-신암지구,신암마을 교차로,부산 기장군 기장읍 연화리 산1-7,300,도로변,200,,17,129.22626300,35.22013500
16,부산광역시,기장군,월내-길천지구,고리스포츠문화센터,부산 기장군 장안읍 길천리 85,1500,공공건축물,500,1등급,14,129.28575700,35.32944600
17,부산광역시,기장군,월내-길천지구,기장문화예절학교,부산 기장군 장안읍 월내리 579,900,공공건축물,550,2등급,34,129.26674900,35.32582700
18,부산광역시,기장군,월내-길천지구,월내야산(삼막골),부산 기장군 장안읍 월내리 286-2,700,공터,400,,26,129.27560100,35.32914100
19,부산광역시,기장군,월전-죽성지구,월전마을 야산 사거리,부산 기장군 기장읍 죽성리 296-1,500,공터,520,,16,129.24127200,35.23972600
20,부산광역시,기장군,월전-죽성지구,왜성주차장,부산 기장군 기장읍 죽성리 258,500,공터,400,,16,129.24374100,35.24101500
21,부산광역시,기장군,월전-죽성지구,사랑애 펜션 앞 도로,부산 기장군 기장읍 죽성리 481-1,90,도로변,130,,15,129.24097700,35.23691200
22,부산광역시,기장군,임랑지구,장안어린이집 앞 도로,부산 기장군 장안읍 해맞이로 167,90,도로변,100,,15,129.25902600,35.31690600
